Module,Day,Stability(%),ProcessorSpeed(%),Capability(%),Constraint
Epi0n,77,99.9754,98.53,99.37,None
Epi0n,78,99.9811,99.63,99.05,None
Epi0n,79,99.9719,100.39,99.65,None
Epi0n,80,99.9758,99.55,99.17,Scaling
Epi0n,81,99.9881,101.91,100.14,None
Epi0n,82,99.9776,98.56,99.6,None
Epi0n,83,99.9713,99.74,99.84,None
Epi0n,84,99.9715,99.01,99.49,None
Epi0n,85,99.9819,98.78,99.21,None
Epi0n,86,99.989,99.33,100.24,Quantum
Epi0n,87,99.9766,99.34,100.63,Quantum
Epi0n,88,99.9895,98.54,99.64,Scaling
Epi0n,89,99.974,99.26,100.93,Bandwidth
Epi0n,90,99.9758,100.78,99.98,None
Epi0n,91,99.9748,99.5,100.63,None
Epi0n,92,99.9723,100.26,100.18,None
Epi0n,93,99.9836,100.2,100.91,None
Epi0n,94,99.9842,99.75,99.58,None
Epi0n,95,99.9864,101.18,99.82,None
Epi0n,96,99.9827,98.97,100.32,Thermal
Epi0n,97,99.9858,98.3,100.98,None
Epi0n,98,99.978,100.03,100.84,None
Epi0n,99,99.9809,101.16,99.72,Quantum
Epi0n,100,99.9807,100.55,99.17,Thermal
Epi0n,101,99.9832,99.42,100.29,None
Epi0n,102,99.9897,100.71,99.8,Thermal
Epi0n,103,99.9893,99.72,99.02,None
Epi0n,104,99.9802,100.08,100.16,None
Epi0n,105,99.9789,99.56,100.54,None
Epi0n,106,99.98,99.38,99.05,None
Epi0n,107,99.9783,101.85,99.23,Scaling
Epi0n,108,99.9728,99.25,99.91,None
Epi0n,109,99.9797,99.9,99.88,None
Epi0n,110,99.9764,99.2,100.62,None
Epi0n,111,99.987,100.59,100.35,None
Epi0n,112,99.9897,98.98,99.35,None
Epi0n,113,99.9812,101.83,99.46,None
Epi0n,114,99.9737,100.56,99.86,None
Epi0n,115,99.9823,98.79,100.18,None
Epi0n,116,99.9841,98.82,100.5,Quantum
Epi0n,117,99.9713,98.41,100.74,None
Epi0n,118,99.9765,99.83,99.52,Quantum
Epi0n,119,99.9806,100.56,100.19,None
Epi0n,120,99.9817,99.39,100.69,None
Gpi0n,1,99.9863,100.82,99.59,None
Gpi0n,2,99.9717,98.54,99.24,None
Gpi0n,3,99.9737,100.77,100.02,None
Gpi0n,4,99.9728,99.53,99.37,None
Gpi0n,5,99.9839,100.58,101.0,None
Gpi0n,6,99.9798,98.56,99.63,None
Gpi0n,7,99.9711,99.44,99.02,None
Gpi0n,8,99.9863,101.86,100.01,None
Gpi0n,9,99.9837,99.66,100.68,None
Gpi0n,10,99.9717,98.12,100.52,None
Gpi0n,11,99.9755,100.15,99.34,None
Gpi0n,12,99.9849,101.06,100.1,None
Gpi0n,13,99.9723,101.1,100.65,None
Gpi0n,14,99.9865,98.17,100.44,None
Gpi0n,15,99.9898,98.41,100.66,Thermal
Gpi0n,16,99.976,102.0,99.9,None
Gpi0n,17,99.9863,99.76,100.99,Thermal
Gpi0n,18,99.9747,101.24,100.18,None
Gpi0n,19,99.9842,100.53,99.33,None
Gpi0n,20,99.9741,98.83,99.12,None
Gpi0n,21,99.9756,100.16,99.65,Thermal
Gpi0n,22,99.9758,99.07,100.72,Bandwidth
Gpi0n,23,99.9836,98.38,100.93,Thermal
Gpi0n,24,99.9884,101.97,100.73,None
Gpi0n,25,99.9873,99.0,100.42,Quantum
Gpi0n,26,99.9852,100.7,99.98,None
Gpi0n,27,99.9754,99.66,99.9,None
Gpi0n,28,99.9876,98.37,100.03,None
Gpi0n,29,99.9887,99.48,100.9,None
Gpi0n,30,99.97,101.1,100.47,Thermal
Gpi0n,31,99.9792,100.66,99.72,None
Gpi0n,32,99.9807,98.87,99.86,None
Gpi0n,33,99.9754,101.31,99.68,None
Gpi0n,34,99.9813,99.94,99.69,None
Gpi0n,35,99.971,98.4,100.57,None
Gpi0n,36,99.9725,101.43,99.88,None
Gpi0n,37,99.9892,98.81,100.38,None
Gpi0n,38,99.983,98.64,100.87,None
Gpi0n,39,99.9831,99.0,99.74,Scaling
Gpi0n,40,99.9733,99.59,99.61,None
Gpi0n,41,99.9747,100.62,100.41,None
Gpi0n,42,99.9795,98.53,99.45,None
Gpi0n,43,99.9702,100.78,100.63,Bandwidth
Gpi0n,44,99.9784,98.53,99.14,None
Gpi0n,45,99.9846,98.41,99.63,Quantum
Gpi0n,46,99.9727,101.09,100.51,None
Gpi0n,47,99.9899,98.57,100.06,None
Gpi0n,48,99.983,99.76,100.44,None
Gpi0n,49,99.973,99.65,100.37,Quantum
Gpi0n,50,99.9717,98.4,100.5,None
Gpi0n,51,99.9777,101.85,99.63,None
Gpi0n,52,99.9755,98.34,100.11,None
Gpi0n,53,99.9822,101.12,100.38,Quantum
Gpi0n,54,99.9832,99.21,100.04,None
Gpi0n,55,99.985,99.18,99.11,Quantum
Gpi0n,56,99.9891,99.98,99.23,None
Gpi0n,57,99.9819,100.11,100.96,Bandwidth
Gpi0n,58,99.9887,98.53,100.72,None
Gpi0n,59,99.9773,100.73,100.53,Bandwidth
Gpi0n,60,99.9854,98.07,99.14,None
Gpi0n,61,99.9708,98.24,100.58,None
Gpi0n,62,99.9826,100.0,99.83,Thermal
Gpi0n,63,99.9716,100.15,100.23,None
Gpi0n,64,99.9762,100.05,99.41,Quantum
Gpi0n,65,99.9807,99.56,100.27,Quantum
Gpi0n,66,99.9836,98.26,100.4,Thermal
Gpi0n,67,99.9869,98.23,99.17,None
Gpi0n,68,99.9791,100.44,99.62,Thermal
Gpi0n,69,99.9848,98.48,100.42,Thermal
Gpi0n,70,99.9733,101.81,100.05,Thermal
Gpi0n,71,99.9844,98.67,99.25,Thermal
Gpi0n,72,99.9754,101.55,100.54,None
Gpi0n,73,99.9861,99.09,99.13,Thermal
Gpi0n,74,99.9815,98.31,99.91,None
Gpi0n,75,99.98,100.27,99.74,None
Gpi0n,76,99.9721,100.3,100.45,None
Gpi0n,77,99.9802,98.18,100.73,None
Gpi0n,78,99.9794,99.53,99.3,Scaling
Gpi0n,79,99.9871,100.21,100.83,Thermal
Gpi0n,80,99.9784,99.29,99.83,Thermal
Gpi0n,81,99.9754,98.31,99.75,None
Gpi0n,82,99.988,98.72,100.61,Bandwidth
Gpi0n,83,99.9891,98.28,99.93,None
Gpi0n,84,99.9869,99.31,100.11,None
Gpi0n,85,99.974,100.26,99.61,None
Gpi0n,86,99.9793,100.37,99.99,Thermal
Gpi0n,87,99.9739,101.6,100.52,None
Gpi0n,88,99.9701,99.64,99.47,None
Gpi0n,89,99.9868,101.51,100.9,None
Gpi0n,90,99.9831,101.4,100.45,None
Gpi0n,91,99.9806,98.95,99.98,None
Gpi0n,92,99.9899,100.85,99.19,Scaling
Gpi0n,93,99.9879,100.08,100.4,None
Gpi0n,94,99.9895,98.34,99.19,None
Gpi0n,95,99.9864,98.3,100.14,None
Gpi0n,96,99.9893,98.95,99.52,None
Gpi0n,97,99.986,100.8,100.47,None
Gpi0n,98,99.9754,98.3,99.41,Thermal
Gpi0n,99,99.9817,98.62,99.33,None
Gpi0n,100,99.9781,100.14,100.93,None
Gpi0n,101,99.9762,99.06,99.24,None
Gpi0n,102,99.9837,101.31,100.39,None
Gpi0n,103,99.9867,99.31,99.18,None
Gpi0n,104,99.9771,100.05,100.35,None
Gpi0n,105,99.9898,98.12,99.81,None
Gpi0n,106,99.985,99.0,99.92,Quantum
Gpi0n,107,99.9728,98.05,100.66,Bandwidth
Gpi0n,108,99.9726,101.29,99.74,None
Gpi0n,109,99.9829,100.33,99.52,Quantum
Gpi0n,110,99.9704,98.26,100.8,None
Gpi0n,111,99.9726,101.62,100.66,None
Gpi0n,112,99.9709,99.84,99.34,None
Gpi0n,113,99.9864,99.58,99.06,None
Gpi0n,114,99.9735,98.86,99.37,None
Gpi0n,115,99.9877,98.14,100.24,None
Gpi0n,116,99.9759,99.65,100.1,None
Gpi0n,117,99.9756,98.55,99.4,Quantum
Gpi0n,118,99.9805,100.52,100.6,Thermal
Gpi0n,119,99.9898,101.13,99.72,None
Gpi0n,120,99.9797,101.65,100.0,None
H2Zero0,1,99.9736,99.28,99.44,Quantum
H2Zero0,2,99.9856,98.23,100.98,None
H2Zero0,3,99.9853,102.0,100.95,None
H2Zero0,4,99.9831,99.07,100.63,Scaling
H2Zero0,5,99.9711,101.99,99.44,Quantum
H2Zero0,6,99.9859,99.42,100.68,Quantum
H2Zero0,7,99.9735,100.37,100.61,None
H2Zero0,8,99.9883,98.11,100.4,Scaling
H2Zero0,9,99.9813,100.25,99.38,Bandwidth
H2Zero0,10,99.9876,99.97,99.62,None
H2Zero0,11,99.9718,98.93,99.44,None
H2Zero0,12,99.97,101.67,99.4,None
H2Zero0,13,99.9843,101.68,100.69,None
H2Zero0,14,99.9704,100.35,100.83,Thermal
H2Zero0,15,99.9869,101.44,100.92,None
H2Zero0,16,99.9888,99.58,99.2,None
H2Zero0,17,99.9727,98.63,100.9,Thermal
H2Zero0,18,99.9892,100.6,99.35,Bandwidth
H2Zero0,19,99.9839,101.72,100.57,None
H2Zero0,20,99.9818,98.7,99.61,None
H2Zero0,21,99.9725,100.92,100.9,Scaling
H2Zero0,22,99.9778,101.98,100.93,None
H2Zero0,23,99.982,101.68,100.94,None
H2Zero0,24,99.9813,101.75,99.28,Thermal
H2Zero0,25,99.9748,101.93,99.34,Quantum
H2Zero0,26,99.9718,100.84,100.28,Quantum
H2Zero0,27,99.9789,99.06,99.5,None
H2Zero0,28,99.9751,98.43,99.0,None
H2Zero0,29,99.9847,101.88,100.77,None
H2Zero0,30,99.9776,100.18,99.2,None
H2Zero0,31,99.9873,100.6,100.37,None
H2Zero0,32,99.9715,101.38,99.59,None
H2Zero0,33,99.989,98.3,99.34,None
H2Zero0,34,99.9846,100.19,100.8,None
H2Zero0,35,99.9819,100.45,99.97,None
H2Zero0,36,99.9888,98.66,100.78,None
H2Zero0,37,99.972,98.82,99.38,None
H2Zero0,38,99.9844,100.92,99.53,None
H2Zero0,39,99.9748,98.2,100.14,Quantum
H2Zero0,40,99.9731,99.44,99.86,None
H2Zero0,41,99.9832,100.4,99.4,None
H2Zero0,42,99.9734,99.17,99.16,Quantum
H2Zero0,43,99.9762,99.59,99.98,None
H2Zero0,44,99.9718,100.18,99.37,Quantum
H2Zero0,45,99.9774,99.78,99.53,None
H2Zero0,46,99.9745,99.07,99.12,Thermal
H2Zero0,47,99.9833,98.34,99.69,None
H2Zero0,48,99.9894,100.36,100.11,Quantum
H2Zero0,49,99.9864,99.67,100.07,Quantum
H2Zero0,50,99.9795,101.53,99.95,None
H2Zero0,51,99.9881,100.86,100.0,Scaling
H2Zero0,52,99.986,100.71,100.24,None
H2Zero0,53,99.9851,98.69,100.97,Bandwidth
H2Zero0,54,99.9862,98.5,99.85,Bandwidth
H2Zero0,55,99.9787,101.99,100.25,Quantum
H2Zero0,56,99.9752,101.64,100.83,None
H2Zero0,57,99.9778,99.59,99.65,None
H2Zero0,58,99.9792,101.49,100.57,None
H2Zero0,59,99.9805,99.68,99.83,None
H2Zero0,60,99.9818,101.03,100.88,Scaling
H2Zero0,61,99.9813,98.4,99.57,None
H2Zero0,62,99.9769,99.64,99.77,None
H2Zero0,63,99.9822,98.15,99.55,None
H2Zero0,64,99.9822,100.77,99.08,Quantum
H2Zero0,65,99.9766,98.95,100.49,Scaling
H2Zero0,66,99.9879,98.08,100.63,None
H2Zero0,67,99.9756,99.97,100.39,None
H2Zero0,68,99.9874,98.54,100.95,None
H2Zero0,69,99.9865,99.08,99.83,None
H2Zero0,70,99.9738,98.85,100.65,Thermal
H2Zero0,71,99.9852,101.47,100.64,None
H2Zero0,72,99.9732,99.24,100.01,None
H2Zero0,73,99.987,101.52,99.06,None
H2Zero0,74,99.9867,101.35,99.5,None
H2Zero0,75,99.9884,100.82,99.55,Quantum
H2Zero0,76,99.9801,100.54,99.25,None
H2Zero0,77,99.9774,100.38,99.36,Quantum
H2Zero0,78,99.9817,99.4,99.33,Quantum
H2Zero0,79,99.985,100.76,99.57,None
H2Zero0,80,99.9733,100.29,100.93,Quantum
H2Zero0,81,99.9829,100.71,99.54,None
H2Zero0,82,99.9704,101.12,100.54,None
H2Zero0,83,99.9882,100.59,100.2,None
H2Zero0,84,99.975,101.22,99.61,Bandwidth
H2Zero0,85,99.9829,99.7,99.75,None
H2Zero0,86,99.975,99.87,100.35,Quantum
H2Zero0,87,99.9779,98.41,100.02,None
H2Zero0,88,99.9869,99.5,100.29,None
H2Zero0,89,99.976,98.43,99.13,Bandwidth
H2Zero0,90,99.9828,101.45,99.52,Thermal
H2Zero0,91,99.9878,99.2,99.3,Thermal
H2Zero0,92,99.988,101.22,100.6,None
H2Zero0,93,99.9832,100.72,100.44,None
H2Zero0,94,99.9899,99.04,99.84,None
H2Zero0,95,99.9707,100.83,100.14,None
H2Zero0,96,99.9845,98.89,100.07,Thermal
H2Zero0,97,99.9881,100.69,100.01,Quantum
H2Zero0,98,99.9868,101.51,99.36,None
H2Zero0,99,99.9726,99.03,100.62,Thermal
H2Zero0,100,99.9737,100.72,99.67,None
H2Zero0,101,99.9771,100.98,99.61,Thermal
H2Zero0,102,99.9766,99.04,99.59,Quantum
H2Zero0,103,99.9794,101.47,100.17,Scaling
H2Zero0,104,99.9714,101.56,100.0,Quantum
H2Zero0,105,99.9776,99.19,99.11,Quantum
H2Zero0,106,99.9727,98.8,99.82,None
H2Zero0,107,99.9881,99.83,99.63,Thermal
H2Zero0,108,99.9856,99.95,100.26,None
H2Zero0,109,99.9827,98.02,99.55,Thermal
H2Zero0,110,99.9734,101.06,99.98,Thermal
H2Zero0,111,99.9718,100.46,100.27,None
H2Zero0,112,99.9893,99.53,99.08,None
H2Zero0,113,99.9775,98.06,99.64,Quantum
H2Zero0,114,99.9738,100.71,100.25,None
H2Zero0,115,99.9839,99.38,99.26,None
H2Zero0,116,99.9818,98.67,100.65,None
H2Zero0,117,99.9758,100.91,100.19,None
H2Zero0,118,99.9878,101.98,99.69,Scaling
H2Zero0,119,99.9772,98.75,100.9,Scaling
H2Zero0,120,99.9781,98.91,100.45,None
H2Sn0w,1,99.9847,100.36,99.34,None
H2Sn0w,2,99.983,98.15,100.75,None
H2Sn0w,3,99.9807,98.19,100.99,None
H2Sn0w,4,99.9831,98.08,100.38,None
H2Sn0w,5,99.9776,100.19,99.95,None
H2Sn0w,6,99.9839,100.52,99.6,None
H2Sn0w,7,99.9832,99.08,100.21,None
H2Sn0w,8,99.9866,98.42,100.44,None
H2Sn0w,9,99.9723,98.43,99.4,None
H2Sn0w,10,99.9753,100.09,99.4,Thermal
H2Sn0w,11,99.9759,98.16,99.99,None
H2Sn0w,12,99.9887,99.32,99.01,None
H2Sn0w,13,99.9881,101.34,100.34,None
H2Sn0w,14,99.9718,100.05,100.45,None
H2Sn0w,15,99.9751,98.92,100.98,None
H2Sn0w,16,99.9793,98.4,99.35,None
H2Sn0w,17,99.9758,101.21,99.63,Thermal
H2Sn0w,18,99.9719,101.03,99.09,Quantum
H2Sn0w,19,99.9833,98.68,99.72,None
H2Sn0w,20,99.9824,101.51,99.19,Quantum
H2Sn0w,21,99.9737,99.6,100.92,None
H2Sn0w,22,99.9777,101.4,100.6,None
H2Sn0w,23,99.9859,98.45,100.39,None
H2Sn0w,24,99.9888,98.64,99.83,None
H2Sn0w,25,99.986,100.71,99.36,None
H2Sn0w,26,99.9772,98.12,100.37,Quantum
H2Sn0w,27,99.9895,98.52,100.84,None
H2Sn0w,28,99.9782,98.18,99.52,None
H2Sn0w,29,99.9841,100.71,100.54,None
H2Sn0w,30,99.9813,101.91,100.34,None
H2Sn0w,31,99.9805,100.8,99.19,None
H2Sn0w,32,99.975,99.38,100.35,None
H2Sn0w,33,99.9868,100.23,100.98,None
H2Sn0w,34,99.9829,98.63,100.7,Quantum
H2Sn0w,35,99.9874,98.3,99.98,None
H2Sn0w,36,99.9894,98.2,99.45,None
H2Sn0w,37,99.9781,98.94,99.92,Quantum
H2Sn0w,38,99.979,101.43,99.89,None
H2Sn0w,39,99.9799,100.61,99.21,None
H2Sn0w,40,99.9811,98.0,99.18,None
H2Sn0w,41,99.9824,99.22,100.02,None
H2Sn0w,42,99.9834,101.8,99.73,None
H2Sn0w,43,99.9745,99.82,100.12,None
H2Sn0w,44,99.9795,100.63,100.43,None
H2Sn0w,45,99.9852,98.89,99.68,Quantum
H2Sn0w,46,99.9893,99.17,100.04,Thermal
H2Sn0w,47,99.9709,98.66,99.28,Thermal
H2Sn0w,48,99.9844,98.43,100.22,None
H2Sn0w,49,99.9886,99.57,99.91,Thermal
H2Sn0w,50,99.9843,98.43,99.83,Scaling
H2Sn0w,51,99.9867,100.36,100.54,None
H2Sn0w,52,99.9832,101.82,99.27,None
H2Sn0w,53,99.9806,98.19,100.87,Quantum
H2Sn0w,54,99.9797,100.03,100.84,None
H2Sn0w,55,99.9816,100.92,99.26,None
H2Sn0w,56,99.982,101.53,100.01,None
H2Sn0w,57,99.9896,101.66,100.52,None
H2Sn0w,58,99.9893,101.88,99.91,None
H2Sn0w,59,99.9783,100.8,100.5,None
H2Sn0w,60,99.984,101.44,100.42,Scaling
H2Sn0w,61,99.9827,98.8,100.25,None
H2Sn0w,62,99.9769,100.69,100.96,None
H2Sn0w,63,99.9892,100.02,100.39,None
H2Sn0w,64,99.9723,99.41,99.96,None
H2Sn0w,65,99.9833,99.67,100.5,Quantum
H2Sn0w,66,99.9757,101.39,100.62,None
H2Sn0w,67,99.9705,98.58,100.34,None
H2Sn0w,68,99.985,98.64,99.57,None
H2Sn0w,69,99.9868,100.76,99.59,Thermal
H2Sn0w,70,99.9706,101.26,99.2,Quantum
H2Sn0w,71,99.9848,101.46,100.48,None
H2Sn0w,72,99.9748,101.14,100.6,None
H2Sn0w,73,99.9833,101.71,99.78,Bandwidth
H2Sn0w,74,99.9895,99.25,100.1,None
H2Sn0w,75,99.975,100.48,100.56,Quantum
H2Sn0w,76,99.9866,101.65,100.41,None
H2Sn0w,77,99.9851,100.19,100.21,Thermal
H2Sn0w,78,99.9893,99.18,99.35,None
H2Sn0w,79,99.9737,98.7,100.03,None
H2Sn0w,80,99.9786,100.23,99.26,None
H2Sn0w,81,99.9751,99.32,100.42,None
H2Sn0w,82,99.9731,99.29,99.1,Scaling
H2Sn0w,83,99.9823,100.65,99.98,None
H2Sn0w,84,99.9772,101.14,99.64,None
H2Sn0w,85,99.9737,98.27,100.01,None
H2Sn0w,86,99.9807,98.37,99.44,None
H2Sn0w,87,99.9766,99.44,99.44,Thermal
H2Sn0w,88,99.9806,101.99,100.65,Bandwidth
H2Sn0w,89,99.9702,100.68,99.89,Scaling
H2Sn0w,90,99.9823,100.48,100.92,None
H2Sn0w,91,99.9764,101.66,100.89,None
H2Sn0w,92,99.9808,99.13,100.82,Quantum
H2Sn0w,93,99.9775,101.21,99.89,None
H2Sn0w,94,99.988,98.77,100.03,Scaling
H2Sn0w,95,99.9733,101.83,100.08,None
H2Sn0w,96,99.9713,100.68,100.55,Quantum
H2Sn0w,97,99.9785,98.42,100.08,Thermal
H2Sn0w,98,99.9895,101.1,100.29,Scaling
H2Sn0w,99,99.9849,98.62,99.92,None
H2Sn0w,100,99.9718,98.22,100.59,None
H2Sn0w,101,99.9815,98.91,99.52,None
H2Sn0w,102,99.9826,99.73,99.03,None
H2Sn0w,103,99.9807,100.57,100.24,Thermal
H2Sn0w,104,99.9817,100.8,99.15,Scaling
H2Sn0w,105,99.9721,101.15,99.6,None
H2Sn0w,106,99.9853,99.75,99.79,None
H2Sn0w,107,99.9795,100.13,99.27,None
H2Sn0w,108,99.9859,100.18,100.92,None
H2Sn0w,109,99.9835,101.66,100.59,Thermal
H2Sn0w,110,99.9775,101.8,100.11,None
H2Sn0w,111,99.9725,98.02,100.19,None
H2Sn0w,112,99.9889,99.22,100.5,Scaling
H2Sn0w,113,99.9769,99.65,100.29,None
H2Sn0w,114,99.9732,98.88,100.67,None
H2Sn0w,115,99.9736,101.2,100.7,Quantum
H2Sn0w,116,99.9886,101.98,99.92,None
H2Sn0w,117,99.9758,98.27,99.2,Thermal
H2Sn0w,118,99.9797,99.32,99.26,None
H2Sn0w,119,99.972,100.48,100.8,None
H2Sn0w,120,99.979,100.47,99.61,None
KernelManager,1,99.9813,99.46,99.63,None
KernelManager,2,99.9701,98.98,99.44,Thermal
KernelManager,3,99.9787,101.36,99.27,Thermal
KernelManager,4,99.9876,99.85,99.72,None
KernelManager,5,99.981,98.7,100.21,Quantum
KernelManager,6,99.9872,98.56,100.08,None
KernelManager,7,99.9877,98.31,99.15,None
KernelManager,8,99.9801,98.12,100.16,None
KernelManager,9,99.9818,101.63,100.1,None
KernelManager,10,99.99,99.89,100.55,None
KernelManager,11,99.9745,101.09,100.47,None
KernelManager,12,99.9793,100.04,99.79,None
KernelManager,13,99.9833,101.39,100.61,None
KernelManager,14,99.9733,100.06,99.89,None
KernelManager,15,99.989,100.64,100.94,Thermal
KernelManager,16,99.9797,99.44,99.44,None
KernelManager,17,99.9713,99.48,99.09,None
KernelManager,18,99.9882,99.45,99.94,None
KernelManager,19,99.9709,101.92,99.65,Thermal
KernelManager,20,99.9804,101.32,100.67,None
KernelManager,21,99.9809,98.7,100.31,None
KernelManager,22,99.9831,101.34,100.03,None
KernelManager,23,99.9881,100.07,99.71,Quantum
KernelManager,24,99.9797,99.93,100.21,None
KernelManager,25,99.9728,98.66,99.15,None
KernelManager,26,99.9742,98.75,99.72,Thermal
KernelManager,27,99.9724,98.92,100.62,Thermal
KernelManager,28,99.9796,99.92,99.42,None
KernelManager,29,99.9867,98.09,99.09,None
KernelManager,30,99.9732,100.52,99.08,None
KernelManager,31,99.9711,99.03,99.36,Bandwidth
KernelManager,32,99.982,100.25,99.04,Thermal
KernelManager,33,99.9832,99.13,99.17,None
KernelManager,34,99.9899,101.47,99.34,Quantum
KernelManager,35,99.982,101.18,100.64,None
KernelManager,36,99.9832,99.06,100.45,None
KernelManager,37,99.9791,100.36,99.46,None
KernelManager,38,99.9722,98.81,100.72,None
KernelManager,39,99.9784,98.6,99.19,None
KernelManager,40,99.9823,98.16,100.57,None
KernelManager,41,99.9724,99.93,99.26,None
KernelManager,42,99.9866,101.59,100.55,None
KernelManager,43,99.9804,99.48,99.09,None
KernelManager,44,99.9746,101.21,100.58,None
KernelManager,45,99.9818,100.97,100.52,None
KernelManager,46,99.972,98.54,99.95,None
KernelManager,47,99.9872,99.13,100.75,None
KernelManager,48,99.9738,100.84,100.58,None
KernelManager,49,99.9724,98.03,100.31,None
KernelManager,50,99.9763,99.45,99.31,None
KernelManager,51,99.9751,101.42,99.85,None
KernelManager,52,99.9755,100.72,100.51,None
KernelManager,53,99.9857,99.93,99.74,None
KernelManager,54,99.9751,99.23,99.69,Thermal
KernelManager,55,99.9847,101.42,100.32,Thermal
KernelManager,56,99.9789,100.8,99.32,None
KernelManager,57,99.978,99.35,100.1,None
KernelManager,58,99.9841,98.64,100.93,None
KernelManager,59,99.9718,98.58,100.85,None
KernelManager,60,99.9713,98.89,99.16,None
KernelManager,61,99.9777,101.94,100.23,None
KernelManager,62,99.9842,100.39,100.89,Quantum
KernelManager,63,99.9828,99.76,99.4,None
KernelManager,64,99.9861,99.14,99.07,None
KernelManager,65,99.9803,98.93,99.34,None
KernelManager,66,99.9748,98.0,99.31,Bandwidth
KernelManager,67,99.9856,99.41,99.79,None
KernelManager,68,99.9804,100.95,99.14,None
KernelManager,69,99.9757,101.32,100.83,None
KernelManager,70,99.9893,99.11,100.21,None
KernelManager,71,99.9886,100.3,99.52,None
KernelManager,72,99.9721,98.29,99.59,Scaling
KernelManager,73,99.9861,101.83,100.75,Quantum
KernelManager,74,99.9815,100.78,100.93,None
KernelManager,75,99.9854,101.03,100.92,None
KernelManager,76,99.9792,100.35,99.05,None
KernelManager,77,99.9714,100.53,100.99,None
KernelManager,78,99.9746,99.26,100.91,None
KernelManager,79,99.9702,101.33,99.5,None
KernelManager,80,99.9835,101.28,99.15,Scaling
KernelManager,81,99.9795,99.41,100.79,None
KernelManager,82,99.9889,100.73,100.82,None
KernelManager,83,99.974,100.94,100.75,None
KernelManager,84,99.9741,99.0,100.24,None
KernelManager,85,99.9721,101.68,100.35,None
KernelManager,86,99.9823,101.06,100.08,None
KernelManager,87,99.9796,100.48,99.98,Bandwidth
KernelManager,88,99.9879,101.48,99.98,Bandwidth
KernelManager,89,99.9883,99.12,99.44,None
KernelManager,90,99.9711,101.2,99.96,None
KernelManager,91,99.98,99.57,100.37,None
KernelManager,92,99.9895,100.79,99.92,None
KernelManager,93,99.9702,98.84,100.16,None
KernelManager,94,99.9823,99.04,100.1,None
KernelManager,95,99.9794,100.45,99.73,None
KernelManager,96,99.9742,100.8,99.74,Quantum
KernelManager,97,99.9756,98.72,99.26,None
KernelManager,98,99.9746,98.4,99.54,None
KernelManager,99,99.9786,99.52,99.29,Bandwidth
KernelManager,100,99.973,101.22,99.35,None
KernelManager,101,99.9899,101.4,100.03,Thermal
KernelManager,102,99.9857,99.2,100.12,None
KernelManager,103,99.978,100.76,99.12,Quantum
KernelManager,104,99.9795,100.52,99.9,None
KernelManager,105,99.9772,100.24,100.86,None
KernelManager,106,99.9704,98.48,100.73,Bandwidth
KernelManager,107,99.974,100.3,100.3,None
KernelManager,108,99.9856,99.42,100.35,None
KernelManager,109,99.9847,101.56,99.76,None
KernelManager,110,99.9826,98.58,99.34,Quantum
KernelManager,111,99.9767,100.53,100.14,Quantum
KernelManager,112,99.9714,98.65,99.46,None
KernelManager,113,99.9758,99.07,100.29,None
KernelManager,114,99.9789,101.45,99.73,None
KernelManager,115,99.9893,99.66,99.37,None
KernelManager,116,99.9846,100.65,100.88,Thermal
KernelManager,117,99.9716,98.67,99.21,None
KernelManager,118,99.9876,100.19,99.05,None
KernelManager,119,99.9853,98.33,99.52,None
KernelManager,120,99.9831,101.54,99.62,None
ThermalController,1,99.9757,100.51,99.26,Quantum
ThermalController,2,99.9706,100.65,100.72,None
ThermalController,3,99.9795,101.9,100.08,None
ThermalController,4,99.9789,101.88,100.4,None
ThermalController,5,99.982,100.52,100.27,None
ThermalController,6,99.9805,100.56,99.62,None
ThermalController,7,99.9808,101.22,99.88,None
ThermalController,8,99.9752,99.21,99.0,Quantum
ThermalController,9,99.987,99.38,99.94,None
ThermalController,10,99.9884,101.79,99.95,None
ThermalController,11,99.9786,99.17,99.46,None
ThermalController,12,99.9775,99.65,100.12,None
ThermalController,13,99.9733,100.95,99.78,None
ThermalController,14,99.9753,99.69,99.48,Thermal
ThermalController,15,99.9882,101.23,100.37,None
ThermalController,16,99.9849,101.24,99.83,Quantum
ThermalController,17,99.9736,99.16,100.27,None
ThermalController,18,99.9754,100.49,99.38,None
ThermalController,19,99.971,100.14,99.37,None
ThermalController,20,99.9754,100.86,100.45,None
ThermalController,21,99.973,99.97,99.68,None
ThermalController,22,99.986,101.99,99.93,Thermal
ThermalController,23,99.9766,101.37,100.9,None
ThermalController,24,99.9855,98.29,99.94,None
ThermalController,25,99.9868,101.27,100.66,None
ThermalController,26,99.9854,99.0,100.54,None
ThermalController,27,99.9848,98.13,99.92,Thermal
ThermalController,28,99.9804,101.93,99.95,None
ThermalController,29,99.9762,99.29,100.26,None
ThermalController,30,99.9887,100.08,99.51,None
ThermalController,31,99.974,101.55,100.73,None
ThermalController,32,99.9723,100.53,99.65,None
ThermalController,33,99.9755,98.48,100.58,None
ThermalController,34,99.9708,101.13,99.95,None
ThermalController,35,99.9774,98.36,99.32,None
ThermalController,36,99.9824,101.72,100.99,None
ThermalController,37,99.9712,100.58,100.4,Thermal
ThermalController,38,99.9725,98.93,100.96,Thermal
ThermalController,39,99.9851,101.22,99.88,None
ThermalController,40,99.9838,99.43,99.27,Quantum
